icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
a58c29,AAL2602 ,United States,1713398750,1713398750,-71.0145,42.361,,True,11.83,199.69,,,,3416,False,0
a67805,DAL937  ,United States,1713398727,1713398727,-71.0242,42.361,,True,1.03,303.75,,,,2070,False,0
a2d27c,JBU2754 ,United States,1713398582,1713398582,-71.0138,42.3664,,True,0.0,244.69,,,,6516,False,0
a33a1d,JBU1246 ,United States,1713398750,1713398750,-71.0147,42.3661,,True,0.0,213.75,,,,3042,False,0
ad9ac9,JBU1734 ,United States,1713398679,1713398679,-71.0143,42.368,,True,0.0,258.75,,,,3220,False,0
a4c96c,JBU33   ,United States,1713398745,1713398750,-71.0178,42.3681,,True,0.0,241.88,,,,,False,0
a3f82a,JBU1559 ,United States,1713398724,1713398726,-71.0139,42.3653,,True,1.03,329.06,,,,1535,False,0
ad2baa,JBU2052 ,United States,1713398674,1713398674,-71.0124,42.3674,,True,0.0,174.38,,,,7371,False,0
a1f46b,RPA5805 ,United States,1713398489,1713398489,-71.0228,42.3641,,True,0.13,64.69,,,,3773,False,0
a898a9,JBU691  ,United States,1713398752,1713398752,-71.0156,42.3679,,True,0.0,132.19,,,,,False,0
a3355e,JBU1806 ,United States,1713398751,1713398751,-71.0106,42.3707,,True,7.72,205.31,,,,1430,False,0
a1c935,RPA5703 ,United States,1713398752,1713398752,-71.0098,42.3719,,True,6.69,205.31,,,,1630,False,0
a83564,EJA628  ,United States,1713398752,1713398752,-71.1581,42.2409,853.44,False,100.12,132.71,0.0,,868.68,6313,False,0
a38cd2,JBU1332 ,United States,1713398752,1713398752,-71.0216,42.3308,106.68,False,75.99,19.78,-4.23,,144.78,1766,False,0
acb5d2,EJA918  ,United States,1713398752,1713398752,-71.0442,42.284,419.1,False,82.01,19.8,-4.88,,434.34,7167,False,0
a3b09a,JBU2185 ,United States,1713398748,1713398748,-71.0106,42.3616,,True,5.92,199.69,,,,,False,0
aa3994,AAL2148 ,United States,1713398752,1713398752,-71.0186,42.3603,,True,0.0,30.94,,,,,False,0
a33843,JBU2230 ,United States,1713398751,1713398751,-71.008,42.3727,,True,8.23,315.0,,,,3440,True,0
ade9c0,JBU561  ,United States,1713398750,1713398750,-71.0174,42.3677,,True,0.0,213.75,,,,,False,0
a0017f,N1RF    ,United States,1713398751,1713398752,-70.9648,42.3567,1912.62,False,132.29,153.93,-1.95,,1920.24,3061,False,0
a32367,DAL2373 ,United States,1713398744,1713398750,-71.0241,42.3643,,True,1.54,312.19,,,,,False,0
aa1dcd,AAL108  ,United States,1713398737,1713398745,-71.0168,42.3597,,True,0.77,275.62,,,,,False,0
a825e3,JBU1303 ,United States,1713398606,1713398606,-71.0161,42.3696,,True,0.51,30.94,,,,,False,0
a6504b,ASA311  ,United States,1713398752,1713398752,-71.0166,42.3544,,True,6.69,126.56,,,,,False,0
a22ab9,JBU2017 ,United States,1713398742,1713398744,-71.0137,42.3661,,True,0.0,289.69,,,,,False,0
a1d2dc,JBU353  ,United States,1713398723,1713398749,-71.0169,42.3676,,True,0.0,208.12,,,,,False,0
a1d45a,RPA5712 ,United States,1713398751,1713398752,-70.8654,42.3814,1082.04,False,116.42,76.46,12.35,,1112.52,,False,0
4b1881,SWR52   ,Switzerland,1713398763,1713398763,-71.0222,42.3703,,True,0.39,140.62,,,,,False,0
a2ce7d,FDX3714 ,United States,1713398815,1713398815,-71.0032,42.3775,,True,6.17,331.88,,,,4075,False,0
a7d83a,VNT06   ,United States,1713398796,1713398796,-71.0216,42.3744,,True,0.0,312.19,,,,,False,0
a5cbf3,UAL1779 ,United States,1713398815,1713398815,-71.0488,42.2743,457.2,False,92.74,19.44,-5.2,,487.68,1167,False,0
a58c29,AAL2602 ,United States,1713398814,1713398814,-71.0195,42.3598,,True,9.26,300.94,,,,3416,False,0
a67805,DAL937  ,United States,1713398727,1713398727,-71.0242,42.361,,True,1.03,303.75,,,,2070,False,0
a2d27c,JBU2754 ,United States,1713398582,1713398582,-71.0138,42.3664,,True,0.0,244.69,,,,6516,False,0
a33a1d,JBU1246 ,United States,1713398811,1713398814,-71.0147,42.3661,,True,0.0,213.75,,,,3042,False,0
ad9ac9,JBU1734 ,United States,1713398765,1713398765,-71.0143,42.368,,True,0.0,258.75,,,,3220,False,0
a4c96c,JBU33   ,United States,1713398815,1713398815,-71.0178,42.3681,,True,0.0,241.88,,,,,False,0
a3f82a,JBU1559 ,United States,1713398804,1713398809,-71.0133,42.3652,,True,0.9,210.94,,,,1535,False,0
ad2baa,JBU2052 ,United States,1713398674,1713398789,-71.0124,42.3674,,True,0.0,174.38,,,,7371,False,0
a898a9,JBU691  ,United States,1713398806,1713398811,-71.0156,42.3679,,True,0.0,132.19,,,,,False,0
a3355e,JBU1806 ,United States,1713398814,1713398814,-71.0114,42.3675,,True,5.4,171.56,,,,1430,False,0
a1c935,RPA5703 ,United States,1713398815,1713398815,-71.0121,42.3684,,True,5.4,143.44,,,,1630,False,0
a38cd2,JBU1332 ,United States,1713398815,1713398815,-71.0044,42.3663,,True,25.72,19.69,,,,1766,False,0
acb5d2,EJA918  ,United States,1713398815,1713398815,-71.0261,42.3215,175.26,False,63.29,19.47,-3.58,,198.12,7167,False,0
a3b09a,JBU2185 ,United States,1713398815,1713398815,-71.0124,42.358,,True,5.66,199.69,,,,,False,0
aa3994,AAL2148 ,United States,1713398810,1713398810,-71.0186,42.3602,,True,0.0,30.94,,,,,False,0
a33843,JBU2230 ,United States,1713398815,1713398815,-71.0115,42.3697,,True,7.72,250.31,,,,3440,True,0
ade9c0,JBU561  ,United States,1713398810,1713398813,-71.0174,42.3677,,True,0.0,213.75,,,,,False,0
a0017f,N1RF    ,United States,1713398814,1713398815,-70.945,42.2869,1524.0,False,126.44,197.03,-9.43,,1531.62,3061,False,0
a32367,DAL2373 ,United States,1713398810,1713398813,-71.0235,42.364,,True,0.51,157.5,,,,,False,0
aa1dcd,AAL108  ,United States,1713398811,1713398814,-71.0161,42.3597,,True,0.0,194.06,,,,,False,0
a825e3,JBU1303 ,United States,1713398814,1713398814,-71.0161,42.3696,,True,0.0,30.94,,,,,False,0
a0af06,N143NE  ,United States,1713398815,1713398815,-71.1261,42.2463,243.84,False,66.37,0.44,0.33,,259.08,,False,0
a6504b,ASA311  ,United States,1713398811,1713398815,-71.0132,42.3526,,True,0.0,126.56,,,,,False,0
a22ab9,JBU2017 ,United States,1713398802,1713398807,-71.0137,42.3661,,True,0.0,289.69,,,,,False,0
a1d2dc,JBU353  ,United States,1713398793,1713398799,-71.0169,42.3676,,True,0.0,208.12,,,,,False,0
a1d45a,RPA5712 ,United States,1713398814,1713398814,-70.7668,42.3806,1729.74,False,143.2,107.13,10.4,,1760.22,,False,0
4b1881,SWR52   ,Switzerland,1713398763,1713398763,-71.0222,42.3703,,True,0.39,140.62,,,,,False,0
a2ce7d,FDX3714 ,United States,1713398869,1713398869,-71.0068,42.3776,,True,7.2,199.69,,,,4075,False,0
a7d83a,VNT06   ,United States,1713398796,1713398817,-71.0216,42.3744,,True,0.0,312.19,,,,,False,0
a5cbf3,UAL1779 ,United States,1713398869,1713398869,-71.0295,42.3143,205.74,False,84.13,19.65,-4.55,,236.22,1167,False,0
a58c29,AAL2602 ,United States,1713398869,1713398869,-71.0212,42.3613,,True,1.29,25.31,,,,3416,False,0
a1be10,RPA5751 ,United States,1713398869,1713398869,-70.8202,42.2401,3528.06,False,157.39,258.69,6.18,,3589.02,,False,0
a67805,DAL937  ,United States,1713398727,1713398727,-71.0242,42.361,,True,1.03,303.75,,,,2070,False,0
a2d27c,JBU2754 ,United States,1713398582,1713398582,-71.0138,42.3664,,True,0.0,244.69,,,,6516,False,0
a33a1d,JBU1246 ,United States,1713398868,1713398869,-71.0147,42.3661,,True,0.0,213.75,,,,3042,False,0
ad9ac9,JBU1734 ,United States,1713398821,1713398821,-71.0143,42.368,,True,0.0,258.75,,,,3220,False,0
a4c96c,JBU33   ,United States,1713398865,1713398865,-71.0178,42.3681,,True,0.0,241.88,,,,,False,0
a3f82a,JBU1559 ,United States,1713398804,1713398809,-71.0133,42.3652,,True,0.9,210.94,,,,1535,False,0
ad2baa,JBU2052 ,United States,1713398840,1713398840,-71.0124,42.3674,,True,0.0,174.38,,,,7371,False,0
a898a9,JBU691  ,United States,1713398862,1713398867,-71.0156,42.3679,,True,0.0,132.19,,,,,False,0
a3355e,JBU1806 ,United States,1713398868,1713398868,-71.0127,42.3646,,True,7.72,199.69,,,,1430,False,0
a1c935,RPA5703 ,United States,1713398869,1713398869,-71.0122,42.3658,,True,6.94,199.69,,,,1630,False,0
a83564,EJA628  ,United States,1713398869,1713398869,-71.0571,42.2585,640.08,False,96.01,22.03,-7.8,,662.94,6313,False,0
a38cd2,JBU1332 ,United States,1713398869,1713398869,-71.0053,42.3708,,True,5.92,315.0,,,,1766,False,0
4075b3,VIR46K  ,United Kingdom,1713398869,1713398869,-71.1797,42.3591,10896.6,False,266.66,54.5,4.55,,11087.1,3615,False,0
acb5d2,EJA918  ,United States,1713398869,1713398869,-71.0133,42.3481,0.0,False,54.37,20.49,-3.58,,30.48,7167,False,0
a3b09a,JBU2185 ,United States,1713398868,1713398869,-71.0131,42.3564,,True,2.57,188.44,,,,,False,0
aa3994,AAL2148 ,United States,1713398857,1713398857,-71.0187,42.3602,,True,0.0,30.94,,,,,False,0
a33843,JBU2230 ,United States,1713398869,1713398869,-71.016,42.372,,True,8.75,241.88,,,,3440,True,0
ade9c0,JBU561  ,United States,1713398860,1713398865,-71.0174,42.3677,,True,0.0,213.75,,,,,False,0
a0017f,N1RF    ,United States,1713398869,1713398869,-70.9688,42.2331,1097.28,False,110.79,197.85,-7.48,,1112.52,3061,False,0
a32367,DAL2373 ,United States,1713398829,1713398837,-71.0236,42.3641,,True,0.13,154.69,,,,,False,0
aa1dcd,AAL108  ,United States,1713398822,1713398862,-71.0161,42.3597,,True,0.0,194.06,,,,,False,0
a825e3,JBU1303 ,United States,1713398865,1713398865,-71.0146,42.3703,,True,4.63,129.38,,,,,False,0
a0af06,N143NE  ,United States,1713398869,1713398869,-71.1193,42.278,243.84,False,66.36,7.13,-0.33,,259.08,,False,0
a6504b,ASA311  ,United States,1713398864,1713398869,-71.0132,42.3526,,True,0.0,126.56,,,,,False,0
a22ab9,JBU2017 ,United States,1713398862,1713398867,-71.0137,42.3661,,True,0.0,289.69,,,,,False,0
a1d2dc,JBU353  ,United States,1713398793,1713398799,-71.0169,42.3676,,True,0.0,208.12,,,,,False,0
4b1881,SWR52   ,Switzerland,1713398763,1713398763,-71.0222,42.3703,,True,0.39,140.62,,,,,False,0
a2ce7d,FDX3714 ,United States,1713398931,1713398931,-71.0093,42.3727,,True,10.8,205.31,,,,4075,False,0
a7d83a,VNT06   ,United States,1713398896,1713398896,-71.0216,42.3744,,True,0.0,312.19,,,,,False,0
a5cbf3,UAL1779 ,United States,1713398931,1713398931,-71.0091,42.3568,-53.34,False,78.76,19.86,-3.58,,0.0,1167,False,0
a58c29,AAL2602 ,United States,1713398880,1713398880,-71.0211,42.3613,,True,0.39,25.31,,,,3416,False,0
a67805,DAL937  ,United States,1713398727,1713398727,-71.0242,42.361,,True,1.03,303.75,,,,2070,False,0
a33a1d,JBU1246 ,United States,1713398924,1713398929,-71.0147,42.3661,,True,0.0,213.75,,,,3042,False,0
ad9ac9,JBU1734 ,United States,1713398931,1713398931,-71.0143,42.368,,True,0.0,258.75,,,,3220,False,0
a4c96c,JBU33   ,United States,1713398930,1713398930,-71.0178,42.3681,,True,0.0,241.88,,,,,False,0
a3f82a,JBU1559 ,United States,1713398804,1713398809,-71.0133,42.3652,,True,0.9,210.94,,,,1535,False,0
ad2baa,JBU2052 ,United States,1713398840,1713398840,-71.0124,42.3674,,True,0.0,174.38,,,,7371,False,0
a898a9,JBU691  ,United States,1713398927,1713398927,-71.0156,42.3679,,True,0.0,132.19,,,,,False,0
a3355e,JBU1806 ,United States,1713398927,1713398927,-71.0158,42.3644,,True,4.37,303.75,,,,1430,False,0
a1c935,RPA5703 ,United States,1713398916,1713398916,-71.0137,42.3626,,True,8.23,196.88,,,,1630,False,0
a83564,EJA628  ,United States,1713398931,1713398931,-71.0364,42.3001,304.8,False,66.06,19.56,-3.25,,335.28,6313,False,0
a38cd2,JBU1332 ,United States,1713398931,1713398931,-71.008,42.3712,,True,7.72,199.69,,,,1766,False,0
acb5d2,EJA918  ,United States,1713398931,1713398931,-71.0059,42.3653,,True,6.94,315.0,,,,7167,False,0
a3b09a,JBU2185 ,United States,1713398929,1713398930,-71.0123,42.3559,,True,0.0,78.75,,,,,False,0
aa3994,AAL2148 ,United States,1713398900,1713398901,-71.0186,42.3603,,True,0.0,30.94,,,,,False,0
a33843,JBU2230 ,United States,1713398931,1713398931,-71.0164,42.3682,,True,4.63,149.06,,,,3440,True,0
ade9c0,JBU561  ,United States,1713398930,1713398930,-71.0174,42.3677,,True,0.0,213.75,,,,,False,0
a6cacb,DAL408  ,United States,1713398901,1713398901,-71.0245,42.3647,,True,0.0,275.62,,,,,False,0
a32367,DAL2373 ,United States,1713398884,1713398884,-71.0236,42.3641,,True,0.0,154.69,,,,,False,0
aa1dcd,AAL108  ,United States,1713398822,1713398912,-71.0161,42.3597,,True,0.0,194.06,,,,,False,0
a825e3,JBU1303 ,United States,1713398931,1713398931,-71.0115,42.3678,,True,6.17,151.88,,,,,False,0
a0af06,N143NE  ,United States,1713398931,1713398931,-71.106,42.3128,228.6,False,65.26,22.72,-1.3,,251.46,,False,0
a7e62d,NKS253  ,United States,1713398931,1713398931,-71.0635,42.2437,640.08,False,96.0,19.41,-5.2,,670.56,0703,False,0
a6504b,ASA311  ,United States,1713398924,1713398929,-71.0132,42.3526,,True,0.0,126.56,,,,,False,0
a22ab9,JBU2017 ,United States,1713398927,1713398927,-71.0137,42.3661,,True,0.0,289.69,,,,,False,0
a1d2dc,JBU353  ,United States,1713398930,1713398930,-71.0169,42.3676,,True,0.0,208.12,,,,,False,0
a50549,RPA4728 ,United States,1713398926,1713398926,-71.0198,42.361,,True,0.0,81.56,,,,,False,0
4b1881,SWR52   ,Switzerland,1713398763,1713398763,-71.0222,42.3703,,True,0.39,140.62,,,,,False,0
a1b449,RPA5596 ,United States,1713398983,1713398983,-71.0231,42.3652,,True,0.0,106.88,,,,,False,0
a2ce7d,FDX3714 ,United States,1713398994,1713398994,-71.0118,42.3682,,True,6.43,137.81,,,,4075,False,0
a7d83a,VNT06   ,United States,1713398896,1713398896,-71.0216,42.3744,,True,0.0,312.19,,,,,False,0
a5cbf3,UAL1779 ,United States,1713398994,1713398994,-71.0025,42.3753,,True,13.89,348.75,,,,1167,False,0
a58c29,AAL2602 ,United States,1713398880,1713398880,-71.0211,42.3613,,True,0.39,25.31,,,,3416,False,0
a67805,DAL937  ,United States,1713398727,1713398727,-71.0242,42.361,,True,1.03,303.75,,,,2070,False,0
a33a1d,JBU1246 ,United States,1713398994,1713398994,-71.0147,42.3661,,True,0.0,213.75,,,,3042,False,0
ad9ac9,JBU1734 ,United States,1713398971,1713398971,-71.0143,42.368,,True,0.0,258.75,,,,3220,False,0
a4c96c,JBU33   ,United States,1713398989,1713398989,-71.0178,42.3681,,True,0.0,241.88,,,,,False,0
a3f82a,JBU1559 ,United States,1713398993,1713398993,-71.0136,42.3648,,True,2.57,205.31,,,,1535,False,0
ad2baa,JBU2052 ,United States,1713398840,1713398840,-71.0124,42.3674,,True,0.0,174.38,,,,7371,False,0
a898a9,JBU691  ,United States,1713398987,1713398992,-71.0156,42.3679,,True,0.0,132.19,,,,,False,0
a3355e,JBU1806 ,United States,1713398953,1713398953,-71.0163,42.3649,,True,2.06,334.69,,,,1430,False,0
a1c935,RPA5703 ,United States,1713398994,1713398994,-71.0174,42.3591,,True,6.69,281.25,,,,1630,False,0
a83564,EJA628  ,United States,1713398994,1713398994,-71.0202,42.3337,91.44,False,60.04,19.52,-3.58,,121.92,6313,False,0
c00b7e,JZA608  ,Canada,1713398994,1713398994,-70.9228,42.3358,2278.38,False,135.19,198.64,-9.75,,2301.24,,False,0
a38cd2,JBU1332 ,United States,1713398994,1713398994,-71.0111,42.3646,,True,10.8,199.69,,,,1766,False,0
acb5d2,EJA918  ,United States,1713398994,1713398994,-71.0096,42.3681,,True,9.77,315.0,,,,7167,False,0
a2ce7d,FDX3714 ,United States,1713399051,1713399056,-71.0126,42.3649,,True,0.0,199.69,,,,4075,False,0
a7d83a,VNT06   ,United States,1713398896,1713398896,-71.0216,42.3744,,True,0.0,312.19,,,,,False,0
a5cbf3,UAL1779 ,United States,1713399056,1713399056,-71.0067,42.3778,,True,7.2,202.5,,,,1167,False,0
a58c29,AAL2602 ,United States,1713398880,1713398880,-71.0211,42.3613,,True,0.39,25.31,,,,3416,False,0
a33a1d,JBU1246 ,United States,1713399053,1713399053,-71.0147,42.3661,,True,0.0,213.75,,,,3042,False,0
ad9ac9,JBU1734 ,United States,1713399046,1713399056,-71.0143,42.368,,True,0.0,258.75,,,,3220,False,0
a4c96c,JBU33   ,United States,1713399055,1713399055,-71.0178,42.3681,,True,0.0,241.88,,,,,False,0
a3f82a,JBU1559 ,United States,1713399054,1713399054,-71.0143,42.3633,,True,4.89,199.69,,,,1535,False,0
ad2baa,JBU2052 ,United States,1713399021,1713399021,-71.0124,42.3674,,True,0.0,174.38,,,,7371,False,0
a898a9,JBU691  ,United States,1713399047,1713399052,-71.0156,42.3679,,True,0.0,132.19,,,,,False,0
a3355e,JBU1806 ,United States,1713399031,1713399031,-71.016,42.3655,,True,1.03,33.75,,,,1430,False,0
a1c935,RPA5703 ,United States,1713399056,1713399056,-71.0226,42.3612,,True,7.46,320.62,,,,1630,False,0
a83564,EJA628  ,United States,1713399056,1713399056,-71.0062,42.3624,,True,39.1,16.88,,,,6313,False,0
c00b7e,JZA608  ,Canada,1713399056,1713399056,-70.953,42.27,1706.88,False,120.06,198.75,-10.73,,1722.12,,False,0
a38cd2,JBU1332 ,United States,1713399046,1713399050,-71.0125,42.3631,,True,0.0,298.12,,,,1766,False,0
acb5d2,EJA918  ,United States,1713399055,1713399056,-71.0135,42.371,,True,10.8,315.0,,,,7167,False,0
a3b09a,JBU2185 ,United States,1713399056,1713399056,-70.9089,42.3741,617.22,False,111.44,76.93,9.1,,647.7,,False,0
aa3994,AAL2148 ,United States,1713399042,1713399048,-71.0186,42.3603,,True,0.0,30.94,,,,,False,0
a33843,JBU2230 ,United States,1713399038,1713399038,-71.0161,42.3677,,True,0.06,151.88,,,,3440,True,0
ade9c0,JBU561  ,United States,1713399050,1713399053,-71.0174,42.3677,,True,0.0,213.75,,,,,False,0
a0017f,N1RF    ,United States,1713399056,1713399056,-71.0491,42.2732,480.06,False,91.27,18.74,-4.88,,502.92,3061,False,0
a6cacb,DAL408  ,United States,1713399031,1713399031,-71.0245,42.3647,,True,0.0,275.62,,,,,False,0
a32367,DAL2373 ,United States,1713398884,1713398884,-71.0236,42.3641,,True,0.0,154.69,,,,,False,0
aa1dcd,AAL108  ,United States,1713399048,1713399048,-71.0161,42.3597,,True,0.0,194.06,,,,,False,0
a825e3,JBU1303 ,United States,1713399054,1713399054,-71.0152,42.3594,,True,7.2,199.69,,,,,False,0
a0af06,N143NE  ,United States,1713399040,1713399040,-71.1067,42.3365,,True,0.77,213.75,,,,,False,0
a7e62d,NKS253  ,United States,1713399056,1713399056,-71.0206,42.3328,91.44,False,75.99,19.78,-3.9,,129.54,0703,False,0
a6504b,ASA311  ,United States,1713399054,1713399054,-71.0132,42.3526,,True,0.0,126.56,,,,,False,0
aac6ee,AAL730  ,United States,1713399056,1713399056,-70.8094,42.3809,11277.6,False,259.71,52.4,0.0,,11475.72,7112,False,0
a95212,BTQ866  ,United States,1713399107,1713399107,-71.0151,42.3588,,True,1.8,132.19,,,,,False,0
a1b449,RPA5596 ,United States,1713399108,1713399108,-71.0237,42.3651,,True,1.03,151.88,,,,,False,0
a2ce7d,FDX3714 ,United States,1713399106,1713399106,-71.0127,42.3647,,True,4.37,199.69,,,,4075,False,0
a7d83a,VNT06   ,United States,1713398896,1713398896,-71.0216,42.3744,,True,0.0,312.19,,,,,False,0
a5cbf3,UAL1779 ,United States,1713399099,1713399101,-71.0082,42.3747,,True,9.77,199.69,,,,1167,False,0
a58c29,AAL2602 ,United States,1713398880,1713398880,-71.0211,42.3613,,True,0.39,25.31,,,,3416,False,0
a33a1d,JBU1246 ,United States,1713399103,1713399109,-71.0147,42.3661,,True,0.0,213.75,,,,3042,False,0
ad9ac9,JBU1734 ,United States,1713399106,1713399106,-71.0143,42.368,,True,0.0,258.75,,,,3220,False,0
a4c96c,JBU33   ,United States,1713399104,1713399109,-71.0178,42.3681,,True,0.51,241.88,,,,,False,0
a3f82a,JBU1559 ,United States,1713399102,1713399102,-71.0144,42.3612,,True,5.14,194.06,,,,1535,False,0
ad2baa,JBU2052 ,United States,1713399021,1713399079,-71.0124,42.3674,,True,0.0,174.38,,,,7371,False,0
a898a9,JBU691  ,United States,1713399102,1713399107,-71.0156,42.3679,,True,0.0,132.19,,,,,False,0
a3355e,JBU1806 ,United States,1713399031,1713399031,-71.016,42.3655,,True,1.03,33.75,,,,1430,False,0
a1c935,RPA5703 ,United States,1713399109,1713399109,-71.0209,42.3629,,True,1.54,59.06,,,,1630,False,0
a83564,EJA628  ,United States,1713399109,1713399109,-71.0055,42.3708,,True,9.77,323.44,,,,6313,False,0
a38cd2,JBU1332 ,United States,1713399096,1713399096,-71.0138,42.3637,,True,6.43,298.12,,,,1766,False,0
acb5d2,EJA918  ,United States,1713399104,1713399104,-71.0171,42.3714,,True,6.43,253.12,,,,7167,False,0
a3b09a,JBU2185 ,United States,1713399109,1713399109,-70.8305,42.3885,1264.92,False,136.33,71.29,19.18,,1303.02,,False,0
aa3994,AAL2148 ,United States,1713399108,1713399108,-71.0187,42.3602,,True,0.0,30.94,,,,,False,0
